Artist,Date,Title
Rema and Selena Gomez,2025-01-09,Calm Down
Imagine Dragons,2025-01-09,On Top Of The World
Myles Smith,2025-01-09,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-09,Carry You Home
Westlife,2025-01-09,World Of Our Own
Billie Eilish,2025-01-09,Birds Of A Feather
Fergie,2025-01-09,Big Girls Don't Cry
Glass Animals,2025-01-09,Heat Waves
Drew Sycamore,2025-01-09,Lonely Heat
Noah Kahan,2025-01-09,Stick Season
Jubel ft. Neimy,2025-01-09,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-09,Where Did You Go
Alex Warren,2025-01-09,Ordinary
The Weeknd,2025-01-09,Blinding Lights
Lost Frequencies,2025-01-09,Are You With Me
B.O.B. ft. Hayley Williams,2025-01-09,Airplanes
Benson Boone,2025-01-09,Beautiful Things
Rihanna,2025-01-09,Only Girl
Dua Lipa,2025-01-09,Houdini
The Weeknd,2025-01-09,Dancing In The Flames
Shaboozey,2025-01-09,A Bar Song
Iyaz,2025-01-09,Replay
Teddy Swims,2025-01-09,The Door
Bruno Mars,2025-01-09,Just The Way You Are
OneRepublic,2025-01-09,Counting Stars
Jordin Sparks and Chris Brown,2025-01-09,No Air
Avicii vs. Nicki Romero,2025-01-09,I Could Be The One
Justin Timberlake,2025-01-09,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-01-09,Stor Mand
Dermot Kennedy,2025-01-09,Outnumbered
Jonah Blacksmith,2025-01-09,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-01-09,If You Really Love Me
Drew Sycamore,2025-01-09,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-01-09,Prayer In C
P!nk,2025-01-09,Never Gonna Not Dance Again
Mabel,2025-01-09,Don't Call Me Up
Joel Corry and MNEK,2025-01-09,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-01-09,Lovers In A Past Life
The Calling,2025-01-09,Wherever You Will Go
Loreen,2025-01-09,Euphoria
C21,2025-01-09,Stuck In My Heart
C21,2025-01-09,One of Us Is Lonely
Eric Prydz,2025-01-09,Call On Me
Selena Gomez ft. Marshmello,2025-01-09,Wolves
Calum Scott,2025-01-09,Dancing On My Own
Black Eyed Peas,2025-01-09,Where Is The Love
Christopher,2025-01-09,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-01-09,Just Dance
Drew Sycamore,2025-01-09,Take It Back
Eminem ft. Rihanna,2025-01-09,The Monster
Westlife,2025-01-09,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-01-09,The Middle
Jonah Blacksmith,2025-01-09,House On Fire
Avril Lavigne,2025-01-10,Complicated
Zara Larsson and David Guetta,2025-01-10,On My Love
Ed Sheeran,2025-01-10,Shape Of You
Uro,2025-01-10,Min Bror
Mark Ambor,2025-01-10,Belong Together
eminem,2025-01-10,The Real Slim Shady
Dasha,2025-01-10,Not At This Party
Shaboozey,2025-01-10,A Bar Song
The Script,2025-01-10,The Man Who Can't Be Moved
Christopher,2025-01-10,Lose A You
Kygo and Ava Max,2025-01-10,Whatever
LeAnn Rimes,2025-01-10,Can't Fight The Moonlight
Drew Sycamore,2025-01-10,Another Lovesong
Flo Rida ft. Sia,2025-01-10,Wild Ones
Miley Cyrus,2025-01-10,End Of The World
Rema and Selena Gomez,2025-01-10,Calm Down
Imagine Dragons,2025-01-10,On Top Of The World
Myles Smith,2025-01-10,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-10,Carry You Home
Westlife,2025-01-10,World Of Our Own
Billie Eilish,2025-01-10,Birds Of A Feather
Fergie,2025-01-10,Big Girls Don't Cry
Glass Animals,2025-01-10,Heat Waves
Drew Sycamore,2025-01-10,Lonely Heat
Noah Kahan,2025-01-10,Stick Season
Jubel ft. Neimy,2025-01-10,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-10,Where Did You Go
Katy Perry,2025-01-10,Teenage Dream
Alex Warren,2025-01-10,Ordinary
The Weeknd,2025-01-10,Blinding Lights
Lost Frequencies,2025-01-10,Are You With Me
B.O.B. ft. Hayley Williams,2025-01-10,Airplanes
Benson Boone,2025-01-10,Beautiful Things
Rihanna,2025-01-10,Only Girl
Dua Lipa,2025-01-10,Houdini
The Weeknd,2025-01-10,Dancing In The Flames
Iyaz,2025-01-10,Replay
Teddy Swims,2025-01-10,The Door
Bruno Mars,2025-01-10,Just The Way You Are
OneRepublic,2025-01-10,Counting Stars
Jordin Sparks and Chris Brown,2025-01-10,No Air
Avicii vs. Nicki Romero,2025-01-10,I Could Be The One
Justin Timberlake,2025-01-10,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-01-10,Stor Mand
Jonah Blacksmith,2025-01-10,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-01-10,If You Really Love Me
Drew Sycamore,2025-01-10,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-01-10,Prayer In C
P!nk,2025-01-10,Never Gonna Not Dance Again
Mabel,2025-01-10,Don't Call Me Up
Joel Corry and MNEK,2025-01-10,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-01-10,Lovers In A Past Life
The Calling,2025-01-10,Wherever You Will Go
Loreen,2025-01-10,Euphoria
C21,2025-01-10,Stuck In My Heart
C21,2025-01-10,One of Us Is Lonely
Eric Prydz,2025-01-10,Call On Me
Selena Gomez ft. Marshmello,2025-01-10,Wolves
Calum Scott,2025-01-10,Dancing On My Own
Black Eyed Peas,2025-01-10,Where Is The Love
Christopher,2025-01-10,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-01-10,Just Dance
Drew Sycamore,2025-01-10,Take It Back
Eminem ft. Rihanna,2025-01-10,The Monster
Westlife,2025-01-10,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-01-10,The Middle
Jonah Blacksmith,2025-01-10,House On Fire
Lewis Capaldi,2025-01-10,Someone You Loved
Avril Lavigne,2025-01-11,Complicated
Zara Larsson and David Guetta,2025-01-11,On My Love
Ed Sheeran,2025-01-11,Shape Of You
Uro,2025-01-11,Min Bror
Mark Ambor,2025-01-11,Belong Together
eminem,2025-01-11,The Real Slim Shady
Dasha,2025-01-11,Not At This Party
Shaboozey,2025-01-11,A Bar Song
The Script,2025-01-11,The Man Who Can't Be Moved
Christopher,2025-01-11,Lose A You
Kygo and Ava Max,2025-01-11,Whatever
LeAnn Rimes,2025-01-11,Can't Fight The Moonlight
Drew Sycamore,2025-01-11,Another Lovesong
Flo Rida ft. Sia,2025-01-11,Wild Ones
Miley Cyrus,2025-01-11,End Of The World
Rema and Selena Gomez,2025-01-11,Calm Down
Imagine Dragons,2025-01-11,On Top Of The World
Myles Smith,2025-01-11,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-11,Carry You Home
Westlife,2025-01-11,World Of Our Own
Billie Eilish,2025-01-11,Birds Of A Feather
Fergie,2025-01-11,Big Girls Don't Cry
Glass Animals,2025-01-11,Heat Waves
Dasha,2025-01-11,Austin
Drew Sycamore,2025-01-11,Lonely Heat
Noah Kahan,2025-01-11,Stick Season
Jubel ft. Neimy,2025-01-11,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-11,Where Did You Go
Katy Perry,2025-01-11,Teenage Dream
Alex Warren,2025-01-11,Ordinary
The Weeknd,2025-01-11,Blinding Lights
Lost Frequencies,2025-01-11,Are You With Me
B.O.B. ft. Hayley Williams,2025-01-11,Airplanes
Benson Boone,2025-01-11,Beautiful Things
Rihanna,2025-01-11,Only Girl
Dua Lipa,2025-01-11,Houdini
The Weeknd,2025-01-11,Dancing In The Flames
Iyaz,2025-01-11,Replay
Teddy Swims,2025-01-11,The Door
Bruno Mars,2025-01-11,Just The Way You Are
Chappell Roan,2025-01-11,"Good Luck, Babe!"
OneRepublic,2025-01-11,Counting Stars
Jordin Sparks and Chris Brown,2025-01-11,No Air
Avicii vs. Nicki Romero,2025-01-11,I Could Be The One
Justin Timberlake,2025-01-11,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-01-11,Stor Mand
Dermot Kennedy,2025-01-11,Outnumbered
Jonah Blacksmith,2025-01-11,Yellow Bike
Drew Sycamore,2025-01-11,Perfect Disaster
David Guetta ft. MistaJam ft. John Newman,2025-01-11,If You Really Love Me
Drew Sycamore,2025-01-11,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-01-11,Prayer In C
P!nk,2025-01-11,Never Gonna Not Dance Again
Mabel,2025-01-11,Don't Call Me Up
Joel Corry and MNEK,2025-01-11,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-01-11,Lovers In A Past Life
The Calling,2025-01-11,Wherever You Will Go
Loreen,2025-01-11,Euphoria
Mike Posner ft. SeeB,2025-01-11,I Took A Pill In Ibiza
C21,2025-01-11,Stuck In My Heart
C21,2025-01-11,One of Us Is Lonely
Eric Prydz,2025-01-11,Call On Me
Selena Gomez ft. Marshmello,2025-01-11,Wolves
Calum Scott,2025-01-11,Dancing On My Own
Black Eyed Peas,2025-01-11,Where Is The Love
Christopher,2025-01-11,Fall So Hard
Clean Bandit ft. Zara Larsson,2025-01-11,Symphony
Drew Sycamore,2025-01-11,Take It Back
Eminem ft. Rihanna,2025-01-11,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-01-11,We Pray
Westlife,2025-01-11,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-01-11,The Middle
Jonah Blacksmith,2025-01-11,House On Fire
Lewis Capaldi,2025-01-11,Someone You Loved
Avril Lavigne,2025-01-12,Complicated
Zara Larsson and David Guetta,2025-01-12,On My Love
Ed Sheeran,2025-01-12,Shape Of You
Uro,2025-01-12,Min Bror
Mark Ambor,2025-01-12,Belong Together
eminem,2025-01-12,The Real Slim Shady
Dasha,2025-01-12,Not At This Party
Shaboozey,2025-01-12,A Bar Song
The Script,2025-01-12,The Man Who Can't Be Moved
Christopher,2025-01-12,Lose A You
Kygo and Ava Max,2025-01-12,Whatever
LeAnn Rimes,2025-01-12,Can't Fight The Moonlight
Drew Sycamore,2025-01-12,Another Lovesong
Flo Rida ft. Sia,2025-01-12,Wild Ones
Miley Cyrus,2025-01-12,End Of The World
Rema and Selena Gomez,2025-01-12,Calm Down
Imagine Dragons,2025-01-12,On Top Of The World
Myles Smith,2025-01-12,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-12,Carry You Home
Westlife,2025-01-12,World Of Our Own
Billie Eilish,2025-01-12,Birds Of A Feather
Fergie,2025-01-12,Big Girls Don't Cry
Glass Animals,2025-01-12,Heat Waves
Drew Sycamore,2025-01-12,Lonely Heat
Noah Kahan,2025-01-12,Stick Season
Jubel ft. Neimy,2025-01-12,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-12,Where Did You Go
Katy Perry,2025-01-12,Teenage Dream
The Weeknd,2025-01-12,Blinding Lights
Lost Frequencies,2025-01-12,Are You With Me
B.O.B. ft. Hayley Williams,2025-01-12,Airplanes
Benson Boone,2025-01-12,Beautiful Things
Rihanna,2025-01-12,Only Girl
Dua Lipa,2025-01-12,Houdini
The Weeknd,2025-01-12,Dancing In The Flames
Iyaz,2025-01-12,Replay
Teddy Swims,2025-01-12,The Door
Bruno Mars,2025-01-12,Just The Way You Are
OneRepublic,2025-01-12,Counting Stars
Jordin Sparks and Chris Brown,2025-01-12,No Air
Avicii vs. Nicki Romero,2025-01-12,I Could Be The One
Justin Timberlake,2025-01-12,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-01-12,Stor Mand
Dermot Kennedy,2025-01-12,Outnumbered
Jonah Blacksmith,2025-01-12,Yellow Bike
Drew Sycamore,2025-01-12,Perfect Disaster
David Guetta ft. MistaJam ft. John Newman,2025-01-12,If You Really Love Me
Alex Warren,2025-01-12,Ordinary
Drew Sycamore,2025-01-12,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-01-12,Prayer In C
P!nk,2025-01-12,Never Gonna Not Dance Again
Mabel,2025-01-12,Don't Call Me Up
Joel Corry and MNEK,2025-01-12,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-01-12,Lovers In A Past Life
The Calling,2025-01-12,Wherever You Will Go
Loreen,2025-01-12,Euphoria
Mike Posner ft. SeeB,2025-01-12,I Took A Pill In Ibiza
C21,2025-01-12,Stuck In My Heart
C21,2025-01-12,One of Us Is Lonely
Maroon 5 ft. Lisa,2025-01-12,Priceless
Eric Prydz,2025-01-12,Call On Me
Selena Gomez ft. Marshmello,2025-01-12,Wolves
Calum Scott,2025-01-12,Dancing On My Own
Black Eyed Peas,2025-01-12,Where Is The Love
Christopher,2025-01-12,Fall So Hard
Clean Bandit ft. Zara Larsson,2025-01-12,Symphony
Drew Sycamore,2025-01-12,Take It Back
Eminem ft. Rihanna,2025-01-12,The Monster
Westlife,2025-01-12,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-01-12,The Middle
Jonah Blacksmith,2025-01-12,House On Fire
Dasha,2025-01-12,Austin
Avril Lavigne,2025-01-13,Complicated
Zara Larsson and David Guetta,2025-01-13,On My Love
Ed Sheeran,2025-01-13,Shape Of You
Uro,2025-01-13,Min Bror
Mark Ambor,2025-01-13,Belong Together
eminem,2025-01-13,The Real Slim Shady
Dasha,2025-01-13,Not At This Party
Shaboozey,2025-01-13,A Bar Song
The Script,2025-01-13,The Man Who Can't Be Moved
Christopher,2025-01-13,Lose A You
Kygo and Ava Max,2025-01-13,Whatever
LeAnn Rimes,2025-01-13,Can't Fight The Moonlight
Drew Sycamore,2025-01-13,Another Lovesong
Flo Rida ft. Sia,2025-01-13,Wild Ones
Miley Cyrus,2025-01-13,End Of The World
Rema and Selena Gomez,2025-01-13,Calm Down
Imagine Dragons,2025-01-13,On Top Of The World
Myles Smith,2025-01-13,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-13,Carry You Home
Westlife,2025-01-13,World Of Our Own
Billie Eilish,2025-01-13,Birds Of A Feather
Fergie,2025-01-13,Big Girls Don't Cry
Glass Animals,2025-01-13,Heat Waves
Drew Sycamore,2025-01-13,Lonely Heat
Noah Kahan,2025-01-13,Stick Season
Jubel ft. Neimy,2025-01-13,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-13,Where Did You Go
Katy Perry,2025-01-13,Teenage Dream
Alex Warren,2025-01-13,Ordinary
Lost Frequencies,2025-01-13,Are You With Me
B.O.B. ft. Hayley Williams,2025-01-13,Airplanes
Benson Boone,2025-01-13,Beautiful Things
Rihanna,2025-01-13,Only Girl
Dua Lipa,2025-01-13,Houdini
The Weeknd,2025-01-13,Dancing In The Flames
Iyaz,2025-01-13,Replay
Teddy Swims,2025-01-13,The Door
Bruno Mars,2025-01-13,Just The Way You Are
Chappell Roan,2025-01-13,"Good Luck, Babe!"
OneRepublic,2025-01-13,Counting Stars
Jordin Sparks and Chris Brown,2025-01-13,No Air
Avicii vs. Nicki Romero,2025-01-13,I Could Be The One
Justin Timberlake,2025-01-13,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-01-13,Stor Mand
Jonah Blacksmith,2025-01-13,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-01-13,If You Really Love Me
Drew Sycamore,2025-01-13,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-01-13,Prayer In C
P!nk,2025-01-13,Never Gonna Not Dance Again
Mabel,2025-01-13,Don't Call Me Up
Joel Corry and MNEK,2025-01-13,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-01-13,Lovers In A Past Life
The Calling,2025-01-13,Wherever You Will Go
Loreen,2025-01-13,Euphoria
C21,2025-01-13,Stuck In My Heart
C21,2025-01-13,One of Us Is Lonely
Eric Prydz,2025-01-13,Call On Me
Selena Gomez ft. Marshmello,2025-01-13,Wolves
Calum Scott,2025-01-13,Dancing On My Own
Black Eyed Peas,2025-01-13,Where Is The Love
Christopher,2025-01-13,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-01-13,Just Dance
Drew Sycamore,2025-01-13,Take It Back
Eminem ft. Rihanna,2025-01-13,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-01-13,We Pray
Westlife,2025-01-13,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-01-13,The Middle
Jonah Blacksmith,2025-01-13,House On Fire
Avril Lavigne,2025-01-14,Complicated
Zara Larsson and David Guetta,2025-01-14,On My Love
Ed Sheeran,2025-01-14,Shape Of You
Uro,2025-01-14,Min Bror
Mark Ambor,2025-01-14,Belong Together
eminem,2025-01-14,The Real Slim Shady
Dasha,2025-01-14,Not At This Party
The Script,2025-01-14,The Man Who Can't Be Moved
Christopher,2025-01-14,Lose A You
Kygo and Ava Max,2025-01-14,Whatever
LeAnn Rimes,2025-01-14,Can't Fight The Moonlight
Drew Sycamore,2025-01-14,Another Lovesong
Flo Rida ft. Sia,2025-01-14,Wild Ones
Miley Cyrus,2025-01-14,End Of The World
Rema and Selena Gomez,2025-01-14,Calm Down
Imagine Dragons,2025-01-14,On Top Of The World
Myles Smith,2025-01-14,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-14,Carry You Home
Westlife,2025-01-14,World Of Our Own
Billie Eilish,2025-01-14,Birds Of A Feather
Fergie,2025-01-14,Big Girls Don't Cry
Glass Animals,2025-01-14,Heat Waves
Drew Sycamore,2025-01-14,Lonely Heat
Noah Kahan,2025-01-14,Stick Season
Jubel ft. Neimy,2025-01-14,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-14,Where Did You Go
Katy Perry,2025-01-14,Teenage Dream
The Weeknd,2025-01-14,Blinding Lights
Lost Frequencies,2025-01-14,Are You With Me
B.O.B. ft. Hayley Williams,2025-01-14,Airplanes
Benson Boone,2025-01-14,Beautiful Things
Rihanna,2025-01-14,Only Girl
Dua Lipa,2025-01-14,Houdini
The Weeknd,2025-01-14,Dancing In The Flames
Iyaz,2025-01-14,Replay
Teddy Swims,2025-01-14,The Door
Bruno Mars,2025-01-14,Just The Way You Are
OneRepublic,2025-01-14,Counting Stars
Alex Warren,2025-01-14,Ordinary
Jordin Sparks and Chris Brown,2025-01-14,No Air
Avicii vs. Nicki Romero,2025-01-14,I Could Be The One
Justin Timberlake,2025-01-14,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-01-14,Stor Mand
Dermot Kennedy,2025-01-14,Outnumbered
Jonah Blacksmith,2025-01-14,Yellow Bike
Shaboozey,2025-01-14,A Bar Song
David Guetta ft. MistaJam ft. John Newman,2025-01-14,If You Really Love Me
Drew Sycamore,2025-01-14,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-01-14,Prayer In C
P!nk,2025-01-14,Never Gonna Not Dance Again
Mabel,2025-01-14,Don't Call Me Up
Joel Corry and MNEK,2025-01-14,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-01-14,Lovers In A Past Life
The Calling,2025-01-14,Wherever You Will Go
Loreen,2025-01-14,Euphoria
Mike Posner ft. SeeB,2025-01-14,I Took A Pill In Ibiza
C21,2025-01-14,Stuck In My Heart
C21,2025-01-14,One of Us Is Lonely
Eric Prydz,2025-01-14,Call On Me
Selena Gomez ft. Marshmello,2025-01-14,Wolves
Calum Scott,2025-01-14,Dancing On My Own
Black Eyed Peas,2025-01-14,Where Is The Love
Christopher,2025-01-14,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-01-14,Just Dance
Drew Sycamore,2025-01-14,Take It Back
Eminem ft. Rihanna,2025-01-14,The Monster
Westlife,2025-01-14,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-01-14,The Middle
Jonah Blacksmith,2025-01-14,House On Fire
Lewis Capaldi,2025-01-14,Someone You Loved
Avril Lavigne,2025-01-15,Complicated
Zara Larsson and David Guetta,2025-01-15,On My Love
Ed Sheeran,2025-01-15,Shape Of You
Uro,2025-01-15,Min Bror
Mark Ambor,2025-01-15,Belong Together
eminem,2025-01-15,The Real Slim Shady
Dasha,2025-01-15,Not At This Party
The Script,2025-01-15,The Man Who Can't Be Moved
Christopher,2025-01-15,Lose A You
Kygo and Ava Max,2025-01-15,Whatever
LeAnn Rimes,2025-01-15,Can't Fight The Moonlight
Drew Sycamore,2025-01-15,Another Lovesong
Flo Rida ft. Sia,2025-01-15,Wild Ones
Miley Cyrus,2025-01-15,End Of The World
Rema and Selena Gomez,2025-01-15,Calm Down
Imagine Dragons,2025-01-15,On Top Of The World
Myles Smith,2025-01-15,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-15,Carry You Home
Westlife,2025-01-15,World Of Our Own
Billie Eilish,2025-01-15,Birds Of A Feather
Fergie,2025-01-15,Big Girls Don't Cry
Glass Animals,2025-01-15,Heat Waves
Dasha,2025-01-15,Austin
Drew Sycamore,2025-01-15,Lonely Heat
Noah Kahan,2025-01-15,Stick Season
Jubel ft. Neimy,2025-01-15,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-15,Where Did You Go
Lost Frequencies,2025-01-15,Are You With Me
B.O.B. ft. Hayley Williams,2025-01-15,Airplanes
Benson Boone,2025-01-15,Beautiful Things
Rihanna,2025-01-15,Only Girl
Dua Lipa,2025-01-15,Houdini
The Weeknd,2025-01-15,Dancing In The Flames
Shaboozey,2025-01-15,A Bar Song
Iyaz,2025-01-15,Replay
Teddy Swims,2025-01-15,The Door
Bruno Mars,2025-01-15,Just The Way You Are
OneRepublic,2025-01-15,Counting Stars
Alex Warren,2025-01-15,Ordinary
Jordin Sparks and Chris Brown,2025-01-15,No Air
Avicii vs. Nicki Romero,2025-01-15,I Could Be The One
Justin Timberlake,2025-01-15,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-01-15,Stor Mand
Jonah Blacksmith,2025-01-15,Yellow Bike
Drew Sycamore,2025-01-15,Perfect Disaster
David Guetta ft. MistaJam ft. John Newman,2025-01-15,If You Really Love Me
Drew Sycamore,2025-01-15,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-01-15,Prayer In C
P!nk,2025-01-15,Never Gonna Not Dance Again
Mabel,2025-01-15,Don't Call Me Up
Lady GaGa and Bruno Mars,2025-01-15,Die With A Smile
Joel Corry and MNEK,2025-01-15,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-01-15,Lovers In A Past Life
The Calling,2025-01-15,Wherever You Will Go
Loreen,2025-01-15,Euphoria
C21,2025-01-15,Stuck In My Heart
C21,2025-01-15,One of Us Is Lonely
Eric Prydz,2025-01-15,Call On Me
Selena Gomez ft. Marshmello,2025-01-15,Wolves
Calum Scott,2025-01-15,Dancing On My Own
Black Eyed Peas,2025-01-15,Where Is The Love
Christopher,2025-01-15,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-01-15,Just Dance
Drew Sycamore,2025-01-15,Take It Back
Eminem ft. Rihanna,2025-01-15,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-01-15,We Pray
Westlife,2025-01-15,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-01-15,The Middle
Jonah Blacksmith,2025-01-15,House On Fire
Lewis Capaldi,2025-01-15,Someone You Loved
Avril Lavigne,2025-01-16,Complicated
Zara Larsson and David Guetta,2025-01-16,On My Love
Ed Sheeran,2025-01-16,Shape Of You
Uro,2025-01-16,Min Bror
Mark Ambor,2025-01-16,Belong Together
eminem,2025-01-16,The Real Slim Shady
Dasha,2025-01-16,Not At This Party
Shaboozey,2025-01-16,A Bar Song
The Script,2025-01-16,The Man Who Can't Be Moved
Christopher,2025-01-16,Lose A You
Kygo and Ava Max,2025-01-16,Whatever
LeAnn Rimes,2025-01-16,Can't Fight The Moonlight
Drew Sycamore,2025-01-16,Another Lovesong
Flo Rida ft. Sia,2025-01-16,Wild Ones
Miley Cyrus,2025-01-16,End Of The World
Rema and Selena Gomez,2025-01-16,Calm Down
Imagine Dragons,2025-01-16,On Top Of The World
Myles Smith,2025-01-16,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-01-16,Carry You Home
Westlife,2025-01-16,World Of Our Own
Billie Eilish,2025-01-16,Birds Of A Feather
Fergie,2025-01-16,Big Girls Don't Cry
Glass Animals,2025-01-16,Heat Waves
Dasha,2025-01-16,Austin
Drew Sycamore,2025-01-16,Lonely Heat
Noah Kahan,2025-01-16,Stick Season
Jubel ft. Neimy,2025-01-16,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-01-16,Where Did You Go
Katy Perry,2025-01-16,Teenage Dream
Alex Warren,2025-01-16,Ordinary
The Weeknd,2025-01-16,Blinding Lights
Lost Frequencies,2025-01-16,Are You With Me
